,Unnamed: 0,utc_datetime,local_datetime,value,live,ensemblevalue
0,0,2021-09-04T04:00:00+00:00,2021-09-04T00:00:00-04:00,49981.645,51341,49989.322265625
1,1,2021-09-04T05:00:00+00:00,2021-09-04T01:00:00-04:00,47143.684,48847,47255.341796875
2,2,2021-09-04T06:00:00+00:00,2021-09-04T02:00:00-04:00,45387.14,47005,45463.5703125
3,3,2021-09-04T07:00:00+00:00,2021-09-04T03:00:00-04:00,44180.8,45861,44288.900390625
4,4,2021-09-04T08:00:00+00:00,2021-09-04T04:00:00-04:00,44238.06,45531,43794.529296875
5,5,2021-09-04T09:00:00+00:00,2021-09-04T05:00:00-04:00,45249.44,46370,44152.220703125
6,6,2021-09-04T10:00:00+00:00,2021-09-04T06:00:00-04:00,46088.58,48268,44693.7890625
7,7,2021-09-04T11:00:00+00:00,2021-09-04T07:00:00-04:00,45245.543,48821,44238.271484375
8,8,2021-09-04T12:00:00+00:00,2021-09-04T08:00:00-04:00,47097.094,50591,46156.046875
9,9,2021-09-04T13:00:00+00:00,2021-09-04T09:00:00-04:00,49187.77,54468,49692.884765625
10,10,2021-09-04T14:00:00+00:00,2021-09-04T10:00:00-04:00,56002.707,58441,55572.353515625
11,11,2021-09-04T15:00:00+00:00,2021-09-04T11:00:00-04:00,61699.656,62206,60648.828125
12,12,2021-09-04T16:00:00+00:00,2021-09-04T12:00:00-04:00,66026.33,65496,64372.1640625
13,13,2021-09-04T17:00:00+00:00,2021-09-04T13:00:00-04:00,69028.84,68319,67598.421875
14,14,2021-09-04T18:00:00+00:00,2021-09-04T14:00:00-04:00,70489.63,69709,69400.31640625
15,15,2021-09-04T19:00:00+00:00,2021-09-04T15:00:00-04:00,71932.42,69740,71076.7109375
16,16,2021-09-04T20:00:00+00:00,2021-09-04T16:00:00-04:00,71290.01,69751,71379.50390625
17,17,2021-09-04T21:00:00+00:00,2021-09-04T17:00:00-04:00,71057.62,68942,71228.30859375
18,18,2021-09-04T22:00:00+00:00,2021-09-04T18:00:00-04:00,69040.21,67109,69269.10546875
19,19,2021-09-04T23:00:00+00:00,2021-09-04T19:00:00-04:00,66718.19,64379,66328.09375
20,20,2021-09-05T00:00:00+00:00,2021-09-04T20:00:00-04:00,65929.61,62308,64704.3046875
21,21,2021-09-05T01:00:00+00:00,2021-09-04T21:00:00-04:00,63859.027,59491,62459.513671875
22,22,2021-09-05T02:00:00+00:00,2021-09-04T22:00:00-04:00,59093.777,56282,58316.388671875
23,23,2021-09-05T03:00:00+00:00,2021-09-04T23:00:00-04:00,53520.91,53074,53917.955078125
0,0,2021-09-05T04:00:00+00:00,2021-09-05T00:00:00-04:00,49739.082,49958,50444.041015625
1,1,2021-09-05T05:00:00+00:00,2021-09-05T01:00:00-04:00,46160.477,47510,47381.73828125
2,2,2021-09-05T06:00:00+00:00,2021-09-05T02:00:00-04:00,44649.305,45697,45437.65234375
3,3,2021-09-05T07:00:00+00:00,2021-09-05T03:00:00-04:00,42611.27,44236,43605.634765625
4,4,2021-09-05T08:00:00+00:00,2021-09-05T04:00:00-04:00,42266.51,43351,42895.255859375
5,5,2021-09-05T09:00:00+00:00,2021-09-05T05:00:00-04:00,42537.86,43007,42704.4296875
6,6,2021-09-05T10:00:00+00:00,2021-09-05T06:00:00-04:00,42214.684,43137,42498.841796875
7,7,2021-09-05T11:00:00+00:00,2021-09-05T07:00:00-04:00,42660.742,43247,42584.87109375
8,8,2021-09-05T12:00:00+00:00,2021-09-05T08:00:00-04:00,44174.26,45765,44382.630859375
9,9,2021-09-05T13:00:00+00:00,2021-09-05T09:00:00-04:00,46173.867,50163,47252.43359375
10,10,2021-09-05T14:00:00+00:00,2021-09-05T10:00:00-04:00,53408.055,54810,53128.52734375
11,11,2021-09-05T15:00:00+00:00,2021-09-05T11:00:00-04:00,58881.6,59084,57618.30078125
12,12,2021-09-05T16:00:00+00:00,2021-09-05T12:00:00-04:00,62104.203,62960,60929.1015625
13,13,2021-09-05T17:00:00+00:00,2021-09-05T13:00:00-04:00,65322.996,66130,64035.498046875
14,14,2021-09-05T18:00:00+00:00,2021-09-05T14:00:00-04:00,67049.97,68749,65905.484375
15,15,2021-09-05T19:00:00+00:00,2021-09-05T15:00:00-04:00,69310.5,70423,67707.25
16,16,2021-09-05T20:00:00+00:00,2021-09-05T16:00:00-04:00,68316.83,71307,67742.9140625
17,17,2021-09-05T21:00:00+00:00,2021-09-05T17:00:00-04:00,66771.07,70962,66953.53515625
18,18,2021-09-05T22:00:00+00:00,2021-09-05T18:00:00-04:00,64545.06,69017,65179.029296875
19,19,2021-09-05T23:00:00+00:00,2021-09-05T19:00:00-04:00,63250.082,65979,63372.041015625
20,20,2021-09-06T00:00:00+00:00,2021-09-05T20:00:00-04:00,61736.215,63814,61503.607421875
21,21,2021-09-06T01:00:00+00:00,2021-09-05T21:00:00-04:00,59856.887,60774,59106.443359375
22,22,2021-09-06T02:00:00+00:00,2021-09-05T22:00:00-04:00,54987.027,57410,55028.513671875
23,23,2021-09-06T03:00:00+00:00,2021-09-05T23:00:00-04:00,49797.113,54114,50819.556640625
0,0,2021-09-06T04:00:00+00:00,2021-09-06T00:00:00-04:00,45642.496,51027,47405.248046875
1,1,2021-09-06T05:00:00+00:00,2021-09-06T01:00:00-04:00,43627.547,48322,45154.2734375
2,2,2021-09-06T06:00:00+00:00,2021-09-06T02:00:00-04:00,40297.652,46257,42796.326171875
3,3,2021-09-06T07:00:00+00:00,2021-09-06T03:00:00-04:00,39493.3,44691,41880.650390625
4,4,2021-09-06T08:00:00+00:00,2021-09-06T04:00:00-04:00,38986.69,43598,41315.345703125
5,5,2021-09-06T09:00:00+00:00,2021-09-06T05:00:00-04:00,37693.188,42951,40560.09375
6,6,2021-09-06T10:00:00+00:00,2021-09-06T06:00:00-04:00,37231.5,42706,40478.75
7,7,2021-09-06T11:00:00+00:00,2021-09-06T07:00:00-04:00,38014.664,42407,40526.83203125
8,8,2021-09-06T12:00:00+00:00,2021-09-06T08:00:00-04:00,39182.24,44541,41987.619140625
9,9,2021-09-06T13:00:00+00:00,2021-09-06T09:00:00-04:00,42019.184,48419,44668.591796875
10,10,2021-09-06T14:00:00+00:00,2021-09-06T10:00:00-04:00,48796.805,52508,49755.40234375
11,11,2021-09-06T15:00:00+00:00,2021-09-06T11:00:00-04:00,55755.07,56376,55402.03515625
12,12,2021-09-06T16:00:00+00:00,2021-09-06T12:00:00-04:00,60908.945,59820,60697.97265625
13,13,2021-09-06T17:00:00+00:00,2021-09-06T13:00:00-04:00,64024.047,62730,64146.5234375
14,14,2021-09-06T18:00:00+00:00,2021-09-06T14:00:00-04:00,64804.38,64750,65615.689453125
15,15,2021-09-06T19:00:00+00:00,2021-09-06T15:00:00-04:00,65176.812,66310,66806.40625
16,16,2021-09-06T20:00:00+00:00,2021-09-06T16:00:00-04:00,66180.086,67139,67861.04296875
17,17,2021-09-06T21:00:00+00:00,2021-09-06T17:00:00-04:00,65621.125,67074,66565.0625
18,18,2021-09-06T22:00:00+00:00,2021-09-06T18:00:00-04:00,62130.93,65719,63597.46484375
19,19,2021-09-06T23:00:00+00:00,2021-09-06T19:00:00-04:00,61308.02,63123,61393.509765625
20,20,2021-09-07T00:00:00+00:00,2021-09-06T20:00:00-04:00,61383.797,61177,60649.8984375
21,21,2021-09-07T01:00:00+00:00,2021-09-06T21:00:00-04:00,60247.824,58312,58316.412109375
22,22,2021-09-07T02:00:00+00:00,2021-09-06T22:00:00-04:00,55343.605,55218,54224.302734375
23,23,2021-09-07T03:00:00+00:00,2021-09-06T23:00:00-04:00,49507.18,52116,49472.08984375
0,0,2021-09-07T04:00:00+00:00,2021-09-07T00:00:00-04:00,45290.844,49137,45736.921875
1,1,2021-09-07T05:00:00+00:00,2021-09-07T01:00:00-04:00,41895.168,46900,42639.083984375
2,2,2021-09-07T06:00:00+00:00,2021-09-07T02:00:00-04:00,40996.16,45346,41353.580078125
3,3,2021-09-07T07:00:00+00:00,2021-09-07T03:00:00-04:00,39835.156,44224,40094.078125
4,4,2021-09-07T08:00:00+00:00,2021-09-07T04:00:00-04:00,38758.35,43525,39510.67578125
5,5,2021-09-07T09:00:00+00:00,2021-09-07T05:00:00-04:00,37395.914,43474,39253.45703125
6,6,2021-09-07T10:00:00+00:00,2021-09-07T06:00:00-04:00,36793.004,43488,40073.501953125
7,7,2021-09-07T11:00:00+00:00,2021-09-07T07:00:00-04:00,36829.605,43086,40567.302734375
8,8,2021-09-07T12:00:00+00:00,2021-09-07T08:00:00-04:00,38594.71,44356,42097.85546875
9,9,2021-09-07T13:00:00+00:00,2021-09-07T09:00:00-04:00,42676.902,47363,45903.451171875
10,10,2021-09-07T14:00:00+00:00,2021-09-07T10:00:00-04:00,49388.91,51400,51161.955078125
11,11,2021-09-07T15:00:00+00:00,2021-09-07T11:00:00-04:00,54954.19,55975,56051.095703125
12,12,2021-09-07T16:00:00+00:00,2021-09-07T12:00:00-04:00,60752.797,60400,60473.8984375
13,13,2021-09-07T17:00:00+00:00,2021-09-07T13:00:00-04:00,64524.027,63950,64148.513671875
14,14,2021-09-07T18:00:00+00:00,2021-09-07T14:00:00-04:00,67374.19,66750,67060.59375
15,15,2021-09-07T19:00:00+00:00,2021-09-07T15:00:00-04:00,68651.06,68252,68747.03125
16,16,2021-09-07T20:00:00+00:00,2021-09-07T16:00:00-04:00,69819.49,68394,69949.74609375
17,17,2021-09-07T21:00:00+00:00,2021-09-07T17:00:00-04:00,69128.805,67413,69285.40234375
18,18,2021-09-07T22:00:00+00:00,2021-09-07T18:00:00-04:00,66391.28,64747,66919.640625
19,19,2021-09-07T23:00:00+00:00,2021-09-07T19:00:00-04:00,64190.824,61727,64252.412109375
20,20,2021-09-08T00:00:00+00:00,2021-09-07T20:00:00-04:00,62517.895,59815,61871.947265625
21,21,2021-09-08T01:00:00+00:00,2021-09-07T21:00:00-04:00,61173.387,56835,59493.193359375
22,22,2021-09-08T02:00:00+00:00,2021-09-07T22:00:00-04:00,55171.387,52921,54223.693359375
23,23,2021-09-08T03:00:00+00:00,2021-09-07T23:00:00-04:00,48147.742,48909,48855.37109375
0,0,2021-09-08T04:00:00+00:00,2021-09-08T00:00:00-04:00,44303.246,45635,45127.123046875
1,1,2021-09-08T05:00:00+00:00,2021-09-08T01:00:00-04:00,41730.965,43296,42438.982421875
2,2,2021-09-08T06:00:00+00:00,2021-09-08T02:00:00-04:00,39658.656,41508,40340.828125
3,3,2021-09-08T07:00:00+00:00,2021-09-08T03:00:00-04:00,38233.117,40520,39072.55859375
4,4,2021-09-08T08:00:00+00:00,2021-09-08T04:00:00-04:00,38236.97,40240,38924.984375
5,5,2021-09-08T09:00:00+00:00,2021-09-08T05:00:00-04:00,39159.504,41239,39856.751953125
6,6,2021-09-08T10:00:00+00:00,2021-09-08T06:00:00-04:00,41069.676,43424,42047.837890625
7,7,2021-09-08T11:00:00+00:00,2021-09-08T07:00:00-04:00,41288.17,44212,42575.0859375
8,8,2021-09-08T12:00:00+00:00,2021-09-08T08:00:00-04:00,42909.875,45946,43979.9375
9,9,2021-09-08T13:00:00+00:00,2021-09-08T09:00:00-04:00,44572.71,49122,46238.85546875
10,10,2021-09-08T14:00:00+00:00,2021-09-08T10:00:00-04:00,50602.51,53068,50583.755859375
11,11,2021-09-08T15:00:00+00:00,2021-09-08T11:00:00-04:00,57598.254,56855,56008.626953125
12,12,2021-09-08T16:00:00+00:00,2021-09-08T12:00:00-04:00,61819.945,60410,59908.97265625
13,13,2021-09-08T17:00:00+00:00,2021-09-08T13:00:00-04:00,66382.92,63904,64201.4609375
14,14,2021-09-08T18:00:00+00:00,2021-09-08T14:00:00-04:00,69131.44,66758,67149.21875
15,15,2021-09-08T19:00:00+00:00,2021-09-08T15:00:00-04:00,70140.38,68688,68705.19140625
16,16,2021-09-08T20:00:00+00:00,2021-09-08T16:00:00-04:00,72482.08,69553,70414.0390625
17,17,2021-09-08T21:00:00+00:00,2021-09-08T17:00:00-04:00,72191.66,69182,70363.828125
18,18,2021-09-08T22:00:00+00:00,2021-09-08T18:00:00-04:00,71352.695,67063,69084.84765625
19,19,2021-09-08T23:00:00+00:00,2021-09-08T19:00:00-04:00,67899.14,63742,65942.0703125
20,20,2021-09-09T00:00:00+00:00,2021-09-08T20:00:00-04:00,64155.984,61446,62050.9921875
21,21,2021-09-09T01:00:00+00:00,2021-09-08T21:00:00-04:00,60318.55,57801,58439.275390625
22,22,2021-09-09T02:00:00+00:00,2021-09-08T22:00:00-04:00,53585.805,53300,52925.40234375
23,23,2021-09-09T03:00:00+00:00,2021-09-08T23:00:00-04:00,49089.72,48894,48793.359375
0,0,2021-09-09T04:00:00+00:00,2021-09-09T00:00:00-04:00,44870.56,45369,44896.279296875
1,1,2021-09-09T05:00:00+00:00,2021-09-09T01:00:00-04:00,41737.95,42691,41487.974609375
2,2,2021-09-09T06:00:00+00:00,2021-09-09T02:00:00-04:00,38323.246,40963,39001.623046875
3,3,2021-09-09T07:00:00+00:00,2021-09-09T03:00:00-04:00,37446.555,39925,38047.77734375
4,4,2021-09-09T08:00:00+00:00,2021-09-09T04:00:00-04:00,36662.87,39640,37607.935546875
5,5,2021-09-09T09:00:00+00:00,2021-09-09T05:00:00-04:00,37044.227,40709,38384.11328125
6,6,2021-09-09T10:00:00+00:00,2021-09-09T06:00:00-04:00,39318.316,42942,40399.158203125
7,7,2021-09-09T11:00:00+00:00,2021-09-09T07:00:00-04:00,39980.145,43873,41304.072265625
8,8,2021-09-09T12:00:00+00:00,2021-09-09T08:00:00-04:00,41787.875,45125,42531.9375
9,9,2021-09-09T13:00:00+00:00,2021-09-09T09:00:00-04:00,43508.758,47469,44893.87890625
10,10,2021-09-09T14:00:00+00:00,2021-09-09T10:00:00-04:00,49780.965,50718,49802.482421875
11,11,2021-09-09T15:00:00+00:00,2021-09-09T11:00:00-04:00,56617.676,54247,55345.837890625
12,12,2021-09-09T16:00:00+00:00,2021-09-09T12:00:00-04:00,60950.777,58030,59593.388671875
13,13,2021-09-09T17:00:00+00:00,2021-09-09T13:00:00-04:00,65045.285,61810,63022.142578125
14,14,2021-09-09T18:00:00+00:00,2021-09-09T14:00:00-04:00,68806.79,64929,66468.39453125
15,15,2021-09-09T19:00:00+00:00,2021-09-09T15:00:00-04:00,70044.51,67056,68043.25390625
16,16,2021-09-09T20:00:00+00:00,2021-09-09T16:00:00-04:00,71667.44,68415,69600.71875
17,17,2021-09-09T21:00:00+00:00,2021-09-09T17:00:00-04:00,71094.92,68386,69275.4609375
18,18,2021-09-09T22:00:00+00:00,2021-09-09T18:00:00-04:00,69352.695,66345,67399.84765625
19,19,2021-09-09T23:00:00+00:00,2021-09-09T19:00:00-04:00,63722.168,62906,63043.083984375
20,20,2021-09-10T00:00:00+00:00,2021-09-09T20:00:00-04:00,60401.38,60295,59622.189453125
21,21,2021-09-10T01:00:00+00:00,2021-09-09T21:00:00-04:00,56023.473,56612,55763.736328125
22,22,2021-09-10T02:00:00+00:00,2021-09-09T22:00:00-04:00,51356.977,52195,51691.48828125
23,23,2021-09-10T03:00:00+00:00,2021-09-09T23:00:00-04:00,47632.56,48083,48037.779296875
